MDC,DC,DRG,RW0D,RW,WTLOS,OT,MDF,DRGNAME
07,0708,07081,3.9148,5.1511,9.43,28,1.0,ERCP with therapeutic procedure w min CCC
07,0708,07082,5.1378,8.563,15.17,46,1.0,ERCP with therapeutic procedure w mod CCC
07,0709,07090,4.5813,5.4539,8.13,24,1.0,Laparoscopic cholecystectomy w closed CDE wo sig CCC
07,0709,07091,5.383,7.9162,12.55,38,1.0,Laparoscopic cholecystectomy w closed CDE w min CCC
07,0710,07100,2.2887,2.5151,3.72,11,0.8,Laparoscopic cholecystectomy wo sig CCC
07,0710,07101,2.8623,3.1454,5.27,16,1.0,Laparoscopic cholecystectomy w min CCC
07,0710,07102,4.024,5.2947,9.16,27,1.0,Laparoscopic cholecystectomy w mod CCC
07,0711,07110,4.3709,4.7546,8.19,25,0.8,Pancreas and liver procedures except resection wo sig CCC
07,0711,07111,5.6153,8.2578,14.2,43,0.53,Pancreas and liver procedures except resection w min CCC
07,0711,07112,5.6153,10.345,22.57,68,0.79,Pancreas and liver procedures except resection w mod CCC
07,0714,07149,3.4962,3.842,5.31,16,1.0,Lap hepatic procedures
07,0715,07150,4.8771,5.3594,5.87,18,1.0,Liver resection wo sig CCC
07,0715,07151,6.3822,8.3977,10.38,31,0.87,Liver resection w min CCC
07,0715,07152,6.6823,11.1372,17.16,51,1.0,Liver resection w mod CCC
07,0716,07169,12.1439,20.2398,15.73,47,1.0,Shunt procedures
07,0750,07500,0.6179,0.679,3.2,10,1.0,Cirrhosis & alcoholic hepatitis wo sig CCC
07,0750,07501,1.3503,1.4838,5.2,16,1.0,Cirrhosis & alcoholic hepatitis w min CCC
07,0750,07502,2.2413,2.6682,6.48,19,1.0,Cirrhosis & alcoholic hepatitis w mod CCC
07,0750,07503,3.5058,4.1736,6.4,19,1.0,Cirrhosis & alcoholic hepatitis w maj CCC
07,0751,07510,0.7559,0.8307,3.91,12,1.0,"Malig of hepatobil syst/pancreas, not transferred wo sig CCC"
07,0751,07511,1.5913,1.7487,6.0,18,1.0,"Malig of hepatobil syst/pancreas, not transferred w min CCC"
07,0751,07512,2.702,3.2167,7.54,23,0.68,"Malig of hepatobil syst/pancreas, not transferred w mod CCC"
07,0751,07513,3.3834,4.4518,9.97,30,0.42,"Malig of hepatobil syst/pancreas, not transferred w maj CCC"
07,0753,07530,0.6128,0.6734,4.27,13,1.0,"Disorders of pancreas, except malignancy wo sig CCC"
07,0753,07531,1.3961,1.662,6.98,21,0.81,"Disorders of pancreas, except malignancy w min CCC"
07,0753,07532,2.3105,3.0402,11.56,35,0.65,"Disorders of pancreas, except malignancy w mod CCC"
07,0753,07533,2.5302,4.2171,16.61,50,0.28,"Disorders of pancreas, except malignancy w maj CCC"
07,0754,07540,0.7464,0.8202,3.73,11,0.87,"Dis of liver, exc malignancy, cirrhosis, alc hepatitis wo sig CCC"
07,0754,07541,1.5752,1.8753,6.92,21,1.0,"Dis of liver, exc malignancy, cirrhosis, alc hepatitis w min CCC"
07,0754,07542,2.6573,3.4964,9.67,29,1.0,"Dis of liver, exc malignancy, cirrhosis, alc hepatitis w mod CCC"
07,0754,07543,4.0718,5.9879,12.78,38,1.0,"Dis of liver, exc malignancy, cirrhosis, alc hepatitis w maj CCC"
07,0755,07550,0.8364,0.9191,4.21,13,1.0,Disorder of biliary tract wo sig CCC
07,0755,07551,1.5907,1.8937,6.49,19,1.0,Disorder of biliary tract w min CCC
07,0755,07552,3.0482,4.0108,9.86,30,1.0,Disorder of biliary tract w mod CCC
07,0755,07553,4.4212,6.5018,13.01,39,1.0,Disorder of biliary tract w maj CCC
07,0756,07569,3.2568,5.4281,15.8,47,1.0,Hepatobil mal with chemo- and radiotherapy
07,0757,07570,1.4051,1.4051,2.52,8,1.0,Hepatobiliary malignancy with chemotherapy wo sig CCC
07,0757,07571,2.9435,3.1995,3.38,10,0.85,Hepatobiliary malignancy with chemotherapy w min CCC
07,0757,07572,3.9145,4.2549,5.76,17,0.39,Hepatobiliary malignancy with chemotherapy w mod CCC
07,0758,07580,2.4906,2.965,8.17,25,0.77,Hepatobiliary malignancy with radiotherapy wo sig CCC
07,0758,07581,2.6864,6.1056,21.21,64,1.0,Hepatobiliary malignancy with radiotherapy w min CCC
07,0759,07590,1.8926,2.0798,5.16,15,0.73,Hepatobiliary malignancy with diagnostic procedure wo sig CCC
07,0759,07591,2.9602,3.524,8.96,27,1.0,Hepatobiliary malignancy with diagnostic procedure w min CCC
07,0759,07592,3.8378,5.6438,12.9,39,1.0,Hepatobiliary malignancy with diagnostic procedure w mod CCC
07,0759,07593,4.666,8.973,18.94,57,1.0,Hepatobiliary malignancy with diagnostic procedure w maj CCC
07,0760,07600,1.3036,1.4325,4.93,15,0.95,Hepatobiliary malignancy with blood transfusion wo sig CCC
07,0760,07601,2.8723,3.4194,8.82,26,1.0,Hepatobiliary malignancy with blood transfusion w min CCC
07,0760,07602,4.5797,6.7348,13.27,40,1.0,Hepatobiliary malignancy with blood transfusion w mod CCC
07,0761,07610,0.6486,0.7127,3.37,10,0.49,"Malig of hepatobil syst/pancreas, transferred wo sig CCC"
07,0761,07611,1.4484,1.5916,5.82,17,1.0,"Malig of hepatobil syst/pancreas, transferred w min CCC"
08,0801,08019,4.5352,5.9674,10.23,31,1.0,Bilateral or multiple major joint proc of lower ext
08,0802,08020,3.0732,4.0436,9.23,28,0.63,Total hip replacement wo sig CCC
08,0802,08021,3.3127,5.5211,15.68,47,0.95,Total hip replacement w min CCC
08,0802,08022,3.6159,8.2179,21.56,65,1.0,Total hip replacement w mod CCC
08,0803,08030,2.8489,3.3916,7.7,23,0.83,Knee replacement wo sig CCC
08,0803,08031,3.2593,4.2885,9.9,30,0.66,Knee replacement w min CCC
08,0803,08032,4.0132,6.6886,17.54,53,0.67,Knee replacement w mod CCC
08,0804,08049,3.5659,4.2452,7.84,24,1.0,Oth maj joint repl & limb reattach of low/upp extrem
08,0805,08050,3.8091,5.012,11.16,33,0.73,Spinal fusion wo sig CCC
08,0805,08051,4.0421,7.7733,19.1,57,0.66,Spinal fusion w min CCC
08,0805,08052,4.6119,10.4817,27.5,83,1.0,Spinal fusion w mod CCC
08,0806,08060,2.9721,3.5382,8.68,26,0.68,Back & neck procedure except spinal fusion wo sig CCC
08,0806,08061,3.8913,6.4855,17.99,54,0.43,Back & neck procedure except spinal fusion w min CCC
08,0806,08062,3.9195,8.9079,29.97,90,1.0,Back & neck procedure except spinal fusion w mod CCC
08,0807,08070,2.8273,4.1578,14.63,44,0.95,Major amputation for MS & CT disorders wo sig CCC
08,0807,08071,3.4104,6.5586,19.73,59,0.91,Major amputation for MS & CT disorders w min CCC
08,0807,08072,4.4663,10.1506,27.92,84,1.0,Major amputation for MS & CT disorders w mod CCC
08,0808,08080,1.9283,2.119,5.56,17,0.62,Biopsies for MS & CT disorders wo sig CCC
08,0808,08081,2.9338,3.8603,11.61,35,0.54,Biopsies for MS & CT disorders w min CCC
08,0808,08082,3.2466,7.3788,26.1,78,1.0,Biopsies for MS & CT disorders w mod CCC
08,0809,08090,1.6426,2.1614,9.4,28,0.41,Skin graft except hand for MS&CT wo sig CCC
08,0809,08091,2.3128,4.4477,19.12,57,0.54,Skin graft except hand for MS&CT w min CCC
08,0809,08092,3.5324,8.0282,33.08,99,0.31,Skin graft except hand for MS&CT w mod CCC
08,0810,08100,2.352,3.0947,11.03,33,0.64,Hip & femur proc exc replacement age >17 wo sig CCC
08,0810,08101,2.7728,4.0777,14.58,44,0.95,Hip & femur proc exc replacement age >17 w min CCC
08,0810,08102,2.9895,4.9824,16.71,50,0.89,Hip & femur proc exc replacement age >17 w mod CCC
08,0810,08103,3.3675,7.6533,23.05,69,0.97,Hip & femur proc exc replacement age >17 w maj CCC
08,0811,08110,1.9928,2.3723,7.43,22,0.78,Hip & femur proc exc replacement age 0-17 wo sig CCC
08,0811,08111,2.6426,3.477,10.43,31,1.0,Hip & femur proc exc replacement age 0-17 w min CCC
08,0812,08120,2.6059,3.1023,7.14,21,0.36,Knee procedures except replacement wo sig CCC
08,0812,08121,2.8553,4.7589,17.4,52,0.47,Knee procedures except replacement w min CCC
08,0812,08122,2.9089,6.6111,25.63,77,1.0,Knee procedures except replacement w mod CCC
08,0813,08130,1.5572,1.7112,3.92,12,1.0,"Shoulder, elbow & forearm proc exc replacement wo sig CCC"
08,0813,08131,2.3005,2.7387,7.2,22,0.77,"Shoulder, elbow & forearm proc exc replacement w min CCC"
08,0813,08132,3.291,4.3302,11.63,35,1.0,"Shoulder, elbow & forearm proc exc replacement w mod CCC"
08,0813,08133,3.8647,7.432,18.11,54,1.0,"Shoulder, elbow & forearm proc exc replacement w maj CCC"
08,0814,08140,1.8865,2.2459,6.83,20,0.41,"Humerus, tibia,fib & ankle proc exc repl age >17 wo sig CCC"
08,0814,08141,2.23,2.9342,9.41,28,0.52,"Humerus, tibia,fib & ankle proc exc repl age >17 w min CCC"
08,0814,08142,2.7723,4.0769,13.91,42,0.74,"Humerus, tibia,fib & ankle proc exc repl age >17 w mod CCC"
08,0814,08143,3.22,6.1923,19.95,60,1.0,"Humerus, tibia,fib & ankle proc exc repl age >17 w maj CCC"
08,0815,08150,1.425,1.5659,3.74,11,1.0,"Humerus, tibia,fib & ankle proc ex repl age 0-17 wo sig CCC"
08,0815,08151,2.3913,2.8467,8.92,27,0.75,"Humerus, tibia,fib & ankle proc ex repl age 0-17 w min CCC"
08,0815,08152,3.0533,5.0887,15.19,46,1.0,"Humerus, tibia,fib & ankle proc ex repl age 0-17 w mod CCC"
08,0816,08160,0.9118,0.9118,2.23,7,1.0,Wrist & hand procedure except replacement wo sig CCC
08,0816,08161,1.1218,1.2328,3.04,9,1.0,Wrist & hand procedure except replacement w min CCC
08,0816,08162,1.7137,1.8832,5.08,15,1.0,Wrist & hand procedure except replacement w mod CCC
08,0816,08163,2.4046,2.8626,7.82,23,1.0,Wrist & hand procedure except replacement w maj CCC
08,0817,08170,1.1139,1.2241,3.74,11,0.94,Ft proc and loc exc & remov int fix dev exc hip & femur wo sig CCC
08,0817,08171,2.0001,2.381,8.75,26,0.65,Ft proc and loc exc & remov int fix dev exc hip & femur w min CCC
08,0817,08172,3.0361,5.0602,17.46,52,1.0,Ft proc and loc exc & remov int fix dev exc hip & femur w mod CCC
08,0817,08173,3.9112,8.8892,24.52,74,1.0,Ft proc and loc exc & remov int fix dev exc hip & femur w maj CCC
08,0818,08180,1.2005,1.3192,4.01,12,1.0,Loc exc & remov of int fix dev of hip & femur wo sig CCC
08,0818,08181,2.5147,3.6981,13.19,40,1.0,Loc exc & remov of int fix dev of hip & femur w min CCC
08,0820,08200,1.2424,1.3653,3.85,12,1.0,Soft tissue procedures wo sig CCC
08,0820,08201,2.5479,3.3525,10.26,31,0.57,Soft tissue procedures w min CCC
08,0820,08202,3.2465,5.4109,17.99,54,1.0,Soft tissue procedures w mod CCC
08,0821,08210,2.7657,3.0392,4.73,14,0.69,Arthroscopy wo sig CCC
08,0821,08211,3.6619,4.8183,10.28,31,1.0,Arthroscopy w min CCC
08,0822,08220,1.7978,1.9756,5.17,16,1.0,Other MS & CT OR procedures wo sig CCC
08,0822,08221,3.1302,4.6032,13.3,40,0.87,Other MS & CT OR procedures w min CCC
08,0822,08222,3.8962,7.4928,20.19,61,1.0,Other MS & CT OR procedures w mod CCC
08,0823,08230,2.4353,3.5813,14.01,42,0.75,Partial hip replacement wo sig CCC
08,0823,08231,2.9745,5.7202,20.13,60,1.0,Partial hip replacement w min CCC
08,0823,08232,4.1668,9.4699,26.42,79,1.0,Partial hip replacement w mod CCC
08,0824,08240,4.0051,5.8898,14.49,43,0.23,Hip revision wo sig CCC
08,0824,08241,4.0051,7.4091,28.29,85,1.0,Hip revision w min CCC
08,0825,08250,3.6721,4.8318,11.46,34,0.65,Knee revision wo sig CCC
08,0825,08251,3.692,8.3908,23.13,69,1.0,Knee revision w min CCC
08,0828,08289,5.0684,11.519,47.29,142,1.0,Mult (2-4) wound debrid w skin graft exc hand for MS&CT
08,0829,08290,2.383,5.416,27.83,83,0.39,Wound debride w skin graft except hand for MS&CT wo sig CCC
08,0829,08291,4.0302,9.1595,48.07,144,1.0,Wound debride w skin graft except hand for MS&CT w min CCC
08,0830,08300,2.3687,4.5552,18.58,56,0.82,Multiple (2-4) wound debridement for MS&CT wo sig CCC
08,0830,08301,3.2512,7.3893,26.1,78,0.71,Multiple (2-4) wound debridement for MS&CT w min CCC
08,0830,08302,4.237,9.6295,32.51,98,0.8,Multiple (2-4) wound debridement for MS&CT w mod CCC
08,0831,08310,1.5684,1.8671,7.42,22,1.0,Wound debridement for MS&CT wo sig CCC
08,0831,08311,3.0108,4.4277,14.69,44,1.0,Wound debridement for MS&CT w min CCC
08,0831,08312,4.0516,7.7915,20.18,61,0.87,Wound debridement for MS&CT w mod CCC
08,0831,08313,4.8177,10.9492,27.97,84,1.0,Wound debridement for MS&CT w maj CCC
08,0835,08359,16.131,36.6613,27.95,84,1.0,Plasmapheresis for MS and CT dis
08,0836,08369,7.2995,16.5896,51.03,153,1.0,Multiple (>4) wound debridement for MS&CT
08,0850,08500,0.8336,0.9924,6.07,18,0.76,Fracture of femur wo sig CCC
08,0850,08501,1.9982,2.9385,13.66,41,1.0,Fracture of femur w min CCC
08,0851,08510,0.6876,0.7556,5.19,16,0.6,Fracture of hip and pelvis wo sig CCC
08,0851,08511,1.5544,2.0451,11.62,35,0.95,Fracture of hip and pelvis w min CCC
08,0851,08512,2.3149,4.4517,18.59,56,1.0,Fracture of hip and pelvis w mod CCC
08,0851,08513,3.071,6.9794,23.6,71,1.0,Fracture of hip and pelvis w maj CCC
08,0852,08520,0.6759,0.7428,4.08,12,0.03,"Sprain, stain & dislocation of hip, pelvis & thigh wo sig CCC"
08,0852,08521,1.7567,2.3115,11.23,34,0.74,"Sprain, stain & dislocation of hip, pelvis & thigh w min CCC"
08,0853,08530,1.1469,1.3653,8.77,26,0.68,Osteomyelitis wo sig CCC
08,0853,08531,1.8875,2.7757,14.34,43,1.0,Osteomyelitis w min CCC
08,0853,08532,3.1583,6.0738,20.67,62,1.0,Osteomyelitis w mod CCC
08,0854,08540,1.0004,1.0993,5.21,16,0.77,Pathological fracture and malignancy wo sig CCC
08,0854,08541,1.6321,1.9429,8.22,25,1.0,Pathological fracture and malignancy w min CCC
08,0854,08542,2.3259,3.0604,11.32,34,0.95,Pathological fracture and malignancy w mod CCC
08,0855,08550,0.5758,0.6328,3.39,10,1.0,Connective tissue disorders wo sig CCC
08,0855,08551,1.3675,1.5028,5.3,16,0.79,Connective tissue disorders w min CCC
08,0855,08552,2.4323,3.2003,11.5,35,1.0,Connective tissue disorders w mod CCC
08,0856,08560,1.0513,1.2514,7.96,24,0.84,Septic arthritis wo sig CCC
08,0856,08561,2.3026,3.3863,14.96,45,1.0,Septic arthritis w min CCC
08,0856,08562,2.7845,6.3285,21.28,64,1.0,Septic arthritis w mod CCC
08,0857,08570,0.625,0.6868,4.15,12,0.94,Medical back problems wo sig CCC
08,0857,08571,1.4202,1.6907,8.89,27,0.86,Medical back problems w min CCC
08,0857,08572,2.2805,3.3538,14.19,43,0.74,Medical back problems w mod CCC
08,0857,08573,2.3797,5.4085,22.1,66,1.0,Medical back problems w maj CCC
08,0858,08580,0.4661,0.5122,3.52,11,1.0,Bone disease and arthropathies wo sig CCC
08,0858,08581,0.8591,0.9441,5.28,16,0.91,Bone disease and arthropathies w min CCC
08,0858,08582,1.4449,1.7201,7.61,23,1.0,Bone disease and arthropathies w mod CCC
08,0858,08583,2.8907,3.4413,7.55,23,1.0,Bone disease and arthropathies w maj CCC
08,0860,08600,0.4346,0.4346,2.71,8,0.34,Signs and symptoms of MS system & CT wo sig CCC
08,0860,08601,0.816,0.8967,4.97,15,0.97,Signs and symptoms of MS system & CT w min CCC
08,0860,08602,1.9451,2.3156,8.75,26,0.62,Signs and symptoms of MS system & CT w mod CCC
08,0861,08610,0.44,0.44,2.54,8,0.31,"Tendonitis, myositis and bursitis wo sig CCC"
08,0861,08611,0.8907,0.9788,5.42,16,0.93,"Tendonitis, myositis and bursitis w min CCC"
08,0861,08612,1.5519,1.8475,7.24,22,0.73,"Tendonitis, myositis and bursitis w mod CCC"
08,0861,08613,2.2138,2.913,11.42,34,0.76,"Tendonitis, myositis and bursitis w maj CCC"
08,0862,08620,0.8397,0.9996,6.56,20,0.53,"Aftercare, MS system & CT wo sig CCC"
08,0862,08621,1.3914,1.8307,10.89,33,0.77,"Aftercare, MS system & CT w min CCC"
08,0862,08622,2.2191,4.2675,19.61,59,1.0,"Aftercare, MS system & CT w mod CCC"
08,0863,08630,0.5132,0.5132,1.96,6,0.87,"Fx, spr, str & disl of f arm,hand & foot age >17 wo sig CCC"
08,0863,08631,0.712,0.7824,3.2,10,0.7,"Fx, spr, str & disl of f arm,hand & foot age >17 w min CCC"
08,0863,08632,1.2523,1.3761,5.72,17,1.0,"Fx, spr, str & disl of f arm,hand & foot age >17 w mod CCC"
08,0863,08633,2.4621,3.2396,9.83,29,1.0,"Fx, spr, str & disl of f arm,hand & foot age >17 w maj CCC"
08,0864,08640,0.4703,0.4703,1.74,5,0.65,"Fx, spr, str & disl of f arm,hand & foot age 0-17 wo sig CCC"
08,0864,08641,0.5973,0.5973,1.44,4,0.55,"Fx, spr, str & disl of f arm,hand & foot age 0-17 w min CCC"
08,0864,08642,0.64,0.64,1.54,5,1.0,"Fx, spr, str & disl of f arm,hand & foot age 0-17 w mod CCC"
08,0864,08643,0.8991,0.988,3.06,9,1.0,"Fx, spr, str & disl of f arm,hand & foot age 0-17 w maj CCC"
08,0865,08650,0.5596,0.5596,2.43,7,0.91,"Fx, spr, str & disl of up arm& low leg age >17 wo sig CCC"
08,0865,08651,0.9963,1.0948,5.09,15,0.64,"Fx, spr, str & disl of up arm& low leg age >17 w min CCC"
08,0865,08652,1.5925,2.0954,9.3,28,1.0,"Fx, spr, str & disl of up arm& low leg age >17 w mod CCC"
08,0865,08653,2.7855,4.0964,13.1,39,1.0,"Fx, spr, str & disl of up arm& low leg age >17 w maj CCC"
08,0866,08660,0.2616,0.2616,1.3,4,1.0,"Fx, spr, str & disl of up arm& low leg age 0-17 wo sig CCC"
08,0866,08661,0.5812,0.5812,1.78,5,0.93,"Fx, spr, str & disl of up arm& low leg age 0-17 w min CCC"
08,0866,08662,0.9761,1.162,6.98,21,1.0,"Fx, spr, str & disl of up arm& low leg age 0-17 w mod CCC"
08,0867,08670,0.6573,0.7223,3.04,9,0.65,other MS system and CT diagnoses wo sig CCC
08,0867,08671,1.2294,1.351,5.82,17,1.0,other MS system and CT diagnoses w min CCC
08,0867,08672,2.7193,3.999,12.38,37,1.0,other MS system and CT diagnoses w mod CCC
08,0868,08689,3.5966,6.9165,19.1,57,1.0,Pathol fracture and malignancy w chemo- and radiother
08,0869,08690,2.1426,2.3545,4.39,13,1.0,Pathol fracture and malignancy w chemotherapy wo sig CCC
08,0869,08691,3.3935,4.0398,8.9,27,1.0,Pathol fracture and malignancy w chemotherapy w min CCC
08,0869,08692,4.4937,7.4895,16.16,48,1.0,Pathol fracture and malignancy w chemotherapy w mod CCC
08,0870,08700,1.9645,2.585,10.74,32,0.77,Pathol fracture and malignancy w radiotherapy wo sig CCC
08,0870,08701,2.5652,4.2752,16.76,50,1.0,Pathol fracture and malignancy w radiotherapy w min CCC
08,0870,08702,3.1865,7.242,22.4,67,1.0,Pathol fracture and malignancy w radiotherapy w mod CCC
08,0871,08710,2.0543,2.4456,7.53,23,0.74,Pathol fracture and malignancy w diagnostic proc wo sig CCC
08,0871,08711,2.8775,4.2316,14.27,43,1.0,Pathol fracture and malignancy w diagnostic proc w min CCC
08,0871,08712,3.0888,7.02,21.53,65,1.0,Pathol fracture and malignancy w diagnostic proc w mod CCC
08,0872,08720,1.4779,1.6241,6.0,18,0.61,Pathol fracture and malignancy w blood transfusion wo sig CCC
08,0872,08721,2.7121,3.9884,12.48,37,0.82,Pathol fracture and malignancy w blood transfusion w min CCC
08,0872,08722,3.447,6.6289,18.66,56,0.49,Pathol fracture and malignancy w blood transfusion w mod CCC
08,0873,08730,0.7612,0.8365,3.3,10,1.0,Major connective tissue Dx wo sig CCC
08,0873,08731,1.6316,1.793,5.79,17,1.0,Major connective tissue Dx w min CCC
08,0873,08732,2.7149,3.2321,7.17,22,0.85,Major connective tissue Dx w mod CCC
08,0873,08733,3.6758,5.4056,14.19,43,1.0,Major connective tissue Dx w maj CCC
09,0901,09010,2.3427,2.7889,8.34,25,0.72,Total mastectomy for malignancy wo sig CCC
09,0901,09011,2.728,3.5895,10.69,32,0.75,Total mastectomy for malignancy w min CCC
09,0901,09012,3.6448,6.0747,17.51,53,1.0,Total mastectomy for malignancy w mod CCC
09,0902,09029,1.8173,1.997,3.56,11,1.0,Subtotal mastectomy for malignancy
09,0903,09030,1.1956,1.3138,3.02,9,1.0,Breast proc for non-malig exc biopsy and local excis wo sig CCC
09,0903,09031,1.7293,1.9003,4.44,13,0.9,Breast proc for non-malig exc biopsy and local excis w min CCC
09,0904,09049,0.9608,0.9608,2.18,7,1.0,Breast biopsy and local excision
09,0905,09050,1.5084,1.9848,9.13,27,1.0,Skin graft and debrid for ulcer or cellulitis wo sig CCC
09,0905,09051,2.5233,4.2055,17.05,51,0.44,Skin graft and debrid for ulcer or cellulitis w min CCC
09,0905,09052,2.8226,6.4149,27.66,83,1.0,Skin graft and debrid for ulcer or cellulitis w mod CCC
09,0906,09060,1.3551,1.4891,5.91,18,0.61,Skin graft and debridment wo sig CCC
09,0906,09061,2.1638,3.1821,12.15,36,0.6,Skin graft and debridment w min CCC
09,0906,09062,2.9857,5.7417,20.9,63,0.39,Skin graft and debridment w mod CCC
09,0906,09063,3.2551,7.3979,30.01,90,0.18,Skin graft and debridment w maj CCC
09,0907,09079,0.8596,0.9446,3.11,9,1.0,Perianal and pilonidal procedures
09,0908,09080,1.7522,1.9255,4.8,14,1.0,"Skin, subcut tissue and breast plastic proc wo sig CCC"
09,0908,09081,2.8243,3.3622,7.61,23,0.8,"Skin, subcut tissue and breast plastic proc w min CCC"
09,0909,09090,0.8927,0.981,3.36,10,1.0,"Other skin, subcut tissue and breast proc wo sig CCC"
09,0909,09091,1.811,2.156,7.01,21,0.7,"Other skin, subcut tissue and breast proc w min CCC"
09,0909,09092,2.8068,4.6779,15.13,45,0.81,"Other skin, subcut tissue and breast proc w mod CCC"
09,0909,09093,3.7001,8.4092,24.79,74,1.0,"Other skin, subcut tissue and breast proc w maj CCC"
09,0910,09100,2.1098,4.0572,18.61,56,0.67,Skin graft and mult debride for ulcer or cellulitis wo sig CCC
09,0910,09101,2.5826,5.8696,24.11,72,0.38,Skin graft and mult debride for ulcer or cellulitis w min CCC
09,0910,09102,3.777,8.5841,38.87,117,1.0,Skin graft and mult debride for ulcer or cellulitis w mod CCC
09,0911,09110,2.3237,3.0575,10.7,32,0.42,Pedicle graft plastic procedures wo sig CCC
09,0911,09111,3.0368,6.9019,36.97,111,1.0,Pedicle graft plastic procedures w min CCC
09,0914,09149,4.0987,5.393,9.64,29,1.0,Total mastectomy  w reconstruction
09,0915,09150,2.3304,3.8839,17.51,53,0.37,Skin graft and/or multiple debridment wo sig CCC
09,0915,09151,2.4286,5.5195,24.71,74,0.37,Skin graft and/or multiple debridment w min CCC
09,0915,09152,3.6222,8.2321,39.93,120,0.99,Skin graft and/or multiple debridment w mod CCC
09,0950,09500,1.1898,1.4164,8.45,25,0.65,Skin ulcers wo sig CCC
09,0950,09501,1.9253,2.8313,14.35,43,0.88,Skin ulcers w min CCC
09,0950,09502,2.4634,5.5986,23.13,69,1.0,Skin ulcers w mod CCC
09,0950,09503,3.9489,8.9748,32.05,96,1.0,Skin ulcers w maj CCC
09,0951,09510,0.7963,0.875,4.92,15,0.45,Severe skin disorders wo sig CCC
09,0951,09511,2.0523,2.7004,11.09,33,0.88,Severe skin disorders w min CCC
09,0951,09512,2.7089,4.5148,16.67,50,0.8,Severe skin disorders w mod CCC
09,0952,09520,0.5401,0.5935,3.74,11,0.83,Moderate skin disorders wo sig CCC
09,0952,09521,1.0733,1.4121,9.22,28,1.0,Moderate skin disorders w min CCC
09,0953,09530,0.3289,0.3289,2.11,6,0.69,Minor skin disorders wo sig CCC
09,0953,09531,0.6769,0.7439,4.08,12,1.0,Minor skin disorders w min CCC
09,0953,09532,1.6946,2.0174,7.41,22,1.0,Minor skin disorders w mod CCC
09,0953,09533,3.6652,5.3901,12.56,38,1.0,Minor skin disorders w maj CCC
09,0954,09540,0.6441,0.7078,3.51,11,0.74,Malignant breast disorders wo sig CCC
09,0954,09541,1.1319,1.2439,5.55,17,0.72,Malignant breast disorders w min CCC
09,0954,09542,2.4026,3.1612,9.98,30,1.0,Malignant breast disorders w mod CCC
09,0955,09550,0.5993,0.6586,3.35,10,0.64,Non-malignant breast disorders wo sig CCC
09,0955,09551,1.044,1.1473,4.96,15,1.0,Non-malignant breast disorders w min CCC
09,0956,09560,0.6306,0.693,4.48,13,0.78,Cellulitis Age > 17 wo sig CCC
09,0956,09561,0.9853,1.1729,6.09,18,1.0,Cellulitis Age > 17 w min CCC
09,0956,09562,1.917,2.5223,9.36,28,0.98,Cellulitis Age > 17 w mod CCC
09,0956,09563,2.8859,4.244,12.24,37,0.7,Cellulitis Age > 17 w maj CCC
09,0956,09564,4.7705,7.9509,17.65,53,0.2,Cellulitis Age > 17 w ext CCC
09,0957,09570,0.3596,0.3596,2.98,9,1.0,Cellulitis Age 0-17 wo sig CCC
09,0957,09571,0.4506,0.4952,3.36,10,1.0,Cellulitis Age 0-17 w min CCC
09,0957,09572,0.9321,1.0243,4.93,15,1.0,Cellulitis Age 0-17 w mod CCC
09,0958,09580,0.3135,0.3135,1.71,5,0.72,"Trauma to skin, subcut tissue & breast  age >17 wo sig CCC"
09,0958,09581,0.6807,0.748,3.13,9,0.92,"Trauma to skin, subcut tissue & breast  age >17 w min CCC"
09,0958,09582,1.7527,2.0866,7.57,23,1.0,"Trauma to skin, subcut tissue & breast  age >17 w mod CCC"
09,0958,09583,2.6802,3.5266,9.51,29,0.92,"Trauma to skin, subcut tissue & breast  age >17 w maj CCC"
09,0959,09590,0.202,0.202,1.34,4,0.44,"Trauma to skin, subcut tissue & breast  age 0-17 wo sig CCC"
09,0959,09591,0.4161,0.4161,1.87,6,0.9,"Trauma to skin, subcut tissue & breast  age 0-17 w min CCC"
09,0959,09592,0.827,0.9088,3.32,10,0.19,"Trauma to skin, subcut tissue & breast  age 0-17 w mod CCC"
09,0960,09609,3.8954,8.8533,27.56,83,1.0,Malignant breast dis w chemo- and radiotherapy
09,0961,09610,1.202,1.202,1.2,4,1.0,Malignant breast dis w chemotherapy wo sig CCC
09,0961,09611,2.756,3.281,8.41,25,0.84,Malignant breast dis w chemotherapy w min CCC
09,0961,09612,3.383,6.5057,20.26,61,0.88,Malignant breast dis w chemotherapy w mod CCC
09,0962,09620,2.1929,3.6548,16.26,49,1.0,Malignant breast dis w radiotherapy wo sig CCC
09,0962,09621,3.1955,7.2624,23.26,70,1.0,Malignant breast dis w radiotherapy w min CCC
09,0963,09630,1.4501,1.5935,5.09,15,1.0,Malignant breast dis w diag proc wo sig CCC
09,0963,09631,2.9213,4.296,12.82,38,1.0,Malignant breast dis w diag proc w min CCC
09,0964,09640,0.5718,0.6283,3.4,10,0.96,Malignant breast dis w blood transfusion wo sig CCC
09,0964,09641,1.3903,1.8293,11.45,34,1.0,Malignant breast dis w blood transfusion w min CCC
09,0965,09650,0.6216,0.6831,3.79,11,1.0,Skin malignancy wo sig CCC
09,0965,09651,0.9906,1.0886,4.76,14,0.78,Skin malignancy w min CCC
09,0965,09652,1.8712,2.462,9.79,29,1.0,Skin malignancy w mod CCC
